year,ori,dest,crash_city,crash_country,lat,lon,death,airline
1963,Pescara,Rome,Near Sora,Italy,41.87194,12.56738,11,Itavia
1949,Barcelona,Torino,Superga,Italy,41.87194,12.56738,31,Avio Linee Italiane
1955,Newark,Des Moines,Des Moines,Iowa,41.8780025,-93.097702,0,United Air Lines
1959,Mason City,Fargo,Mason City,Iowa,41.8780025,-93.097702,4,Dwyer Flying Service - Private Charter
1954,Memphis,Minneapolis,Near Mason City,Iowa,41.8780025,-93.097702,12,Braniff Airlines
1951,"Kansas City, MO","Omaha, NB",Sioux City,Iowa,41.8780025,-93.097702,16,Mid Continent Airlines
1965,New York City,Chicago,Lake Michigan,near Chicago,41.8781136,-87.6297982,30,United Air Lines
1962,Bastia,Ajaccio,Monte Renosa,Corsica,42.0396042,9.0128926,25,Air Nautic
1950,New York City,Minneapolis,Lake Michigan,18 NNW of Benton Harbor,42.1419891,-86.4479575,58,Northwest Orient Airlines
1958,Westover AFB,London,Near Chicopee Falls,Massachusetts,42.4072107,-71.3824374,15,Military - U.S. Air Force
1958,New York City,Nantucket,Nantucket,Massachusett,42.4072107,-71.3824374,24,Northeast Airlines
1957,Martha's Vineyard,New Bedford,New Bedford,Massachusett,42.4072107,-71.3824374,12,Northeast Airlines
1960,Boston,Philadelphia,Boston,Massachusett,42.4072107,-71.3824374,62,Eastern Air Lines
1964,Washington D.C.,"Southhampton, MA",Southhampton,Massachusetts,42.4072107,-71.3824374,2,Private - Air Taxi
1964,New York,Winsor Locks,Boston,Massachutes,42.4072107,-71.3824374,3,Slick Airways - Cargo
1955,Wien,Tel Aviv,Near Petrich,Bulgaria,42.733883,25.48583,58,El Al
1952,Sofia,Varna,Near Sofia,Bugaria,42.733883,25.48583,18,TABSO
1954,London,Glasgow,Prestwick,Ayrshire,43.0391346,-94.8327618,28,British Overseas Airways
1950,"Chico, CA","Billings, WY",Near Moran Junction,Wyoming,43.0759678,-107.2902839,21,New Tribes Mission
1954,Salt Lake City,Cedar City,Wright,Wyoming,43.0759678,-107.2902839,9,Western Airlines
1949,Las Vegas,Denver,Cheyenne,Wyoming,43.0759678,-107.2902839,4,Slick Airways
1955,Denver,Salt Lake City,Near Centennial,Wyoming,43.0759678,-107.2902839,66,United Air Lines
1967,Malaga,London,Fernhurst,Sussex,43.1338972,-88.2220372,37,Iberia Airlines
1954,"Laconia, NH","Berlin, NH",Berlin,New Hampshire,43.1938516,-71.5723953,2,Northeast Airlines
1968,"Boston, MA","Montpelier, VT",Hanover,New Hampshire,43.1938516,-71.5723953,32,Northeast Airlines
1967,"Cleveland, OH",Madison WI,Near Madison,Wisconsin,43.7844397,-88.7878678,7,Private
1966,Eugene,Portland,Near Wemme,Oregon,43.8041334,-120.5542012,18,West Coast Airlines
1953,Boeing Field,Cheyenne,Fish Haven,Idaho,44.0682019,-114.7420408,40,Associated Air Transport
1964,Detroit,Akron,Detroit,Michigan,44.3148443,-85.6023643,4,Commercial Air Taxi
1964,Cleveland,Detroit,Detroit,Michigan,44.3148443,-85.6023643,4,Zantop Air Transport
1958,New York,Detroit,Freeland,Michigan,44.3148443,-85.6023643,47,Capital Airlines
1956,Chicago,Montreal,Near Flat Rock,Michigan,44.3148443,-85.6023643,1,Trans Canada Air Lines
1959,Milan,Paris,Near Varese,Lombardia,45.4790671,9.8452433,68,Trans World Airlines
1966,Bombay,Beirut,Mont Blanc,French Alps,45.8326492,6.8527504,117,Air India
1963,Munchen,Constanta,Bekkessamson,Romainia,45.943161,24.96676,31,Tarom
1966,Brasov,Mamia,Near Sibiu,Romania,45.943161,24.96676,24,Tarom
1954,"Blackbushe, UK","Beogard, Serbia",Near Maribor,Slovenia,46.151241,14.995463,1,Sabena
1966,Luton,Ljubljana,Near Ljubljana,Slovenia,46.151241,14.995463,98,Britannia Airways
1959,Bordeaux,Bamako,Bordeaux,France,46.227638,2.213749,53,T.A. Intercontinentaux (France)
1951,Frankfort,Bordeaux,Puy-de-Dôme,France,46.227638,2.213749,36,Military - U. S. Air Force
1951,Bordeaux,Bovingdon,Bordeaux,France,46.227638,2.213749,2,Hunting Air Travel
1950,Bombay,Cairo,Mont Blanc,France,46.227638,2.213749,48,Air India
1963,"Marseilles, France","Dhah, Saudi Arabia",Near Marseilles,France,46.227638,2.213749,6,Aeronaves de Panama
1954,"Tripoli, Libya","Hahn, W Germany",Near St. Etienne de Tinee,France,46.227638,2.213749,20,Military - U.S. Air Force
1963,Lille,Lyon,Lyon,France,46.227638,2.213749,20,Air Inter
1949,Paris,Lyons,Chaleyssin,France,46.227638,2.213749,5,Air France
1968,Ajaccio,Nice,Off Cap d'Antibes,France,46.227638,2.213749,95,Air France
1953,Paris,Nice,Near Barcelonnette,France,46.227638,2.213749,42,Air France
1962,Frankfurt,Paris,Le Bourget,France,46.227638,2.213749,21,Malev Hungarian Airlines
1952,Nice,Paris,Nice,France,46.227638,2.213749,38,Air France
1950,Rome,Paris,Mt. Tete de L'Obiou,France,46.227638,2.213749,52,Curtiss-Reid Flying Services Ltd. (Canada)
1956,Rome,Paris,Paris,France,46.227638,2.213749,34,Linee Aeree Italiane
1957,Tunis,Paris,Paris,France,46.227638,2.213749,2,Air France
1950,Casablanca,Perpignan,Ruig Piner,France,46.227638,2.213749,5,Air Atlas
1961,London,Perpignan,Mt. Canigou,France,46.227638,2.213749,34,Derby Aviation
1963,London,Perpignan,Perpignan,France,46.227638,2.213749,40,Air Nautic
1950,Rochester Minn.,Minneapolis,Minneapolis,Minnesota,46.729553,-94.6858998,13,Northwest Orient Airlines
1956,Eglisau,Prague,Near Eglisau,Switzerland,46.818188,8.227512,23,Ceskoslovenske Aerolinie
1951,Zurich,Rome,Zurich,Switzerland,46.818188,8.227512,6,El Al
1950,Helena,Butte,Butte,Montana,46.8796822,-110.3625658,21,Northwest Orient Airlines
1952,Great Falls,"Denver, Colorado",Shepard,Montana,46.8796822,-110.3625658,9,Military - U.S. Air Force
1964,Billings,Miles City,Miles City,Montana,46.8796822,-110.3625658,5,Frontier Airlines
1960,Spokane,Missoula,Near Missoula,Montana,46.8796822,-110.3625658,12,Northwest Orient Airlines
1963,Zurich,Geneva,Durrenasch,Aargau,47.3876664,8.2554295,80,Swissair
1964,London,Innsbruck,Near Innsbruck,Austria,47.516231,14.550072,83,British Eagle International Airlines
1955,Beograd,Wien,Near Wien,Austria,47.516231,14.550072,7,JAT Yugoslav Airlines
1968,Perth,Port Hedland,Port Hedland,WA,47.7510741,-120.7401386,26,MaRobertson-Miller Airlines
1960,Cairo,Moscow,Kiev,Ukraine,48.379433,31.16558,35,Aeroflot
1962,Paris,New York City,Villeneuve-le-Roi,Val-de-Marne,48.7931426,2.4740337,130,Air France
1959,Ankara,Istanbul,Gatwick,Surrey,49.1044302,-122.801094,14,Turkish Airlines (THY)
1961,Cherboug,Les Prevosts,Les Prevosts,Guernsey,49.465691,-2.585278,2,Bristol 170 Freighter 31M
1961,New York City,Brussels,Near Brussels,Belgium,50.503887,4.469936,72,Sabena
1965,Lille,Wroclaw,Jeuk,Belgium,50.503887,4.469936,4,LOT Polish Airlines
1957,Blackbushe,Tripoli,Blackbushe,Hants,51.0576948,-1.3080629,34,Eagle Aviation
1966,Frankfurt,Berlin,Near Dallgow,Germany,51.165691,10.451526,3,Pan American Airways
1966,Frankfurt,Bremen,Bremen,Germany,51.165691,10.451526,46,Lufthansa
1953,Frankfurt,Brussels,Frankfurt,Germany,51.165691,10.451526,44,Sabena
1952,Rome,Frankfort,Frankfurt,Germany,51.165691,10.451526,44,KLM Royal Dutch Airlines
1967,"Manchester, England","Frankfurt, Germany",Frankfurt,Germany,51.165691,10.451526,2,Air Ferry
1968,London,Innsbruck,Pfaffenhofen,Germany,51.165691,10.451526,48,British Eagle International Airlines
1958,Munich,Manchester,Munich,Germany,51.165691,10.451526,23,British European Airways
1956,Wien,Munchen,Grub,Germany,51.165691,10.451526,3,JAT Yugoslav Airlines
1961,Prague,Zurich,Russelbach,East Germany,51.165691,10.451526,52,Ceskoslovenske Aerolinie
1960,Munich,"Northolt AB, England",Munich,West Germany,51.2562128,7.1507636,20,Military - U.S. Air Force
1950,Llandow,Dublin,Llandow Airport,Cardiff,51.481581,-3.17909,80,Fairflight Ltd.
1968,London,Zurich,Heathrow Airport,London,51.5073509,-0.1277583,5,British Overseas Airways
1962,Berlin,Warsaw,Warsaw,Poland,51.919438,19.145136,33,LOT Polish Airlines
1952,Northolt,Dublin,Com Edno,Wales,52.1306607,-3.7837117,23,Aer Lingus
1953,Amsterdam,Paris,Amsterdam,Netherlands,52.132633,5.291266,0,KLM Royal Dutch Airlines
1962,"Southend, England","Rotterdam, The Netherlands",Rotterdam,The Netherlands,52.132633,5.291266,1,Carvair ATL-98
1949,London,Glasgow,Near Coventry,Warks,52.2671353,-1.4675216,14,British European Airways / Military - British
1956,Tripoli,Blackbushe,Blackbushe,England,52.3555177,-1.1743197,5,Britavia
1956,Liverpool,Glasgow,Largs,England,52.3555177,-1.1743197,1,Starways
1950,London,Glasgow,London,England,52.3555177,-1.1743197,28,British European Airways
1957,Southhampton,Lisbona,Chessell Down Hants,England,52.3555177,-1.1743197,43,Aquilla Airways
1965,Edinburgh,London,London,England,52.3555177,-1.1743197,36,British European Airways
1954,Geneva,London,Off Folkestone,England,52.3555177,-1.1743197,3,Swissair
1957,Malta,London,Stansted,England,52.3555177,-1.1743197,4,Scottish Airlines
1950,Paris,London,London Heathrow,England,52.3555177,-1.1743197,28,British European Airways
1968,"Deauville, France","London, England",London,England,52.3555177,-1.1743197,6,BKS Air Transport
1956,London,Malta,London,England,52.3555177,-1.1743197,2,Scottish Airlines
1957,Amsterdam,Manchester,Manchester,England,52.3555177,-1.1743197,20,British European Airways
1949,Belfast,Manchester,Oldham,England,52.3555177,-1.1743197,24,British European Airways
1956,RAF Lakenheath,McGuire AFB,Off Land's End,England,52.3555177,-1.1743197,59,Military - U.S. Navy
1962,"Jersey, Channel Islands","Portsmouth, England",Near Portsmouth,England,52.3555177,-1.1743197,12,East Anglian Flying Services
1954,Bovingdon AF,Thorney Island,Near Aldbury,England,52.3555177,-1.1743197,16,Military -Royal Air Force
1949,Montreal,Comeau Bay,Sault-aux-Cochons,PQ,52.9399159,-73.5491361,23,Canadian PacifiAir Lines
1952,St. Johns,Goose Bay,Near Gaspe,Quebec,52.9399159,-73.5491361,4,Maritime Central Airways
1959,Montreal,Hall Lake,St. Cleophas,Quebec,52.9399159,-73.5491361,5,Wheeler Airlines
1966,Montreal,Kuujjuaq,Montreal,Quebec,52.9399159,-73.5491361,2,Nordair
1957,Reykjavík,Montreal,Near Issoudun,Quebec,52.9399159,-73.5491361,79,Maritime Central Airways
1967,Gander,Havana,Near Gander,Newfoundland,53.1355091,-57.6604364,37,Ceskoslovenske Aerolinie
1960,"Dover, Delaware","Mildenhall, England",Stephenville,Newfoundland,53.1355091,-57.6604364,9,Military - U.S. Air Force
1953,Azores,Rapid City AFB,Random Island,Newfoundland,53.1355091,-57.6604364,23,Military - U.S. Air Force
1957,London,Belfast,Belfast,Ireland,53.41291,-8.24389,7,British European Airways
1967,Glasgow,Dublin,Dublin,Ireland,53.41291,-8.24389,2,Aer Turas
1961,Shannon,Gander,Shannon,Ireland,53.41291,-8.24389,83,President Airlines
1968,Cork,London,Off Wexford Harbor,Ireland,53.41291,-8.24389,61,Aer Lingus
1954,Shannon,New York City,Foynes,Ireland,53.41291,-8.24389,28,KLM Royal Dutch Airlines
1960,Shannon,New York City,Shannon,Ireland,53.41291,-8.24389,34,Alitalia
1949,Rome,Shannon,Off Lurga Point,Ireland,53.41291,-8.24389,8,Transocean Air Lines
1958,Amsterdam,Shannon,North AtlantiOcean,100 miles W of Galway Bay,53.424657,-7.9653644,99,KLM Royal Dutch Airlines
1952,Tokyo,Elmendorf AFB,Off Sandspit,BC,53.7266683,-127.6476206,36,Northwest Orient Airlines
1950,Vancouver,Penticton,Penticton,British Columbia,53.7266683,-127.6476206,2,Canadian PacifiAir Lines
1953,"Sandpit, BC","Prince Rupert, BC",Prince Rupert,BC,53.7266683,-127.6476206,2,Canadian PacifiAir Lines
1956,Vancouver,Toronto,Near Chilliwack,British Columbia,53.7266683,-127.6476206,62,Trans Canada Air Lines
1951,Kildala,Vancouver,Mt. Benson,BC,53.7266683,-127.6476206,23,Queen Charlotte Airlines
1957,Port Hardy,Vancouver,Port Hardy,BC,53.7266683,-127.6476206,14,Queen Charlotte Airlines
1965,Vancouver,Whitehorse,Dog Creek,British Columbia,53.7266683,-127.6476206,52,Canadian PacifiAir Lines
1949,Churchhill,Winnipeg,Near Bigstone Lake,Manitoba,53.7608608,-98.8138763,21,Military - Royal Canadian Air Force
1958,Isle of Man,Manchester,Horwich,Lancs,53.7632254,-2.7044052,35,Silver City Airways
1962,Khabarovk,Petropavlovsk,Near Khabarovsk,USSR,54.1478418,25.2991586,86,Aeroflot
1953,Northolt,Belfast,Belfast,Northern Ireland,54.7877149,-6.4923145,27,British European Airways
1963,McChord AFB,Elmendorf AFB,PacifiOcean,116 miles WSW of Annette Island,55.1209294,-131.4855123,101,Northwest Orient Airlines
1965,Paris,"Jersey , Channel Islands",Jersey,UK,55.378051,-3.435973,26,British United Airways
1958,"Patuxent River, NAS","Argentia,NAS",Placentia Bay,Canada,56.130366,-106.346771,11,Military - U.S. Navy
1953,"Lajes, Azores",Gander,Off Newfoundland,Canada,56.130366,-106.346771,39,Lancashire Aircraft Corporation (Skyways)
1956,Knob Lake,Oreway,Oreway,Canada,56.130366,-106.346771,4,Quebecair
1965,Halifax,Sidney NS,Musquodoboit,Canada,56.130366,-106.346771,8,Eastern Provincial Airways
1963,Montreal,Toronto,Ste. Therese de Blainville,Canada,56.130366,-106.346771,118,Trans Canada Air Lines
1968,Honolulu,Vancouver,Vancouver,Canada,56.130366,-106.346771,1,Canadian PacifiAir Lines
1955,"Edmonton, AB","Yellowknife, NT",Near Thorhild,Canada,56.130366,-106.346771,2,PacifiWestern Airlines
1949,RAF Scampton,Keflavik,Near Succoth Glen,Lochgoilhead,56.170641,-4.900365,20,Military - U.S. Air Force
1949,Paris,Copenhagen,Off Copenhagen,Denmark,56.26392,9.501785,27,Scandinavian Airlines (SAS)
1957,Riga,Copenhagen,Copenhagen,Denmark,56.26392,9.501785,23,Aeroflot
1954,Shannon,Amsterdam,Near Dutch Coast,North Sea,56.511018,3.515625,21,KLM Royal Dutch Airlines
1967,Riga,Liepaja,Liepaja,Latvia,56.879635,24.603189,44,Aeroflot
1961,Old Harbor,Kaguyak,Old Harbor,Kodiak Island,57.4912463,-153.495022,1,Kodiak Airways
1950,Karlstad,Stockholm,Karlstad,Sweden,60.128161,18.643501,10,Svenska Aero
1963,Turku,Mariehamn,Mariehamn,Aaland Island,60.2929495,20.1004159,22,Finnair
1952,"Amsterdam, Netherlands","Jarsberg, Norway",Near Skien,Norway,60.472024,8.468946,11,Fred Olsen Flyveselskap
1949,Brussels,Oslo,Near Oslo,Norway,60.472024,8.468946,34,Aero Holland
1963,Copenhagen,Oslo,Oslo,Norway,60.472024,8.468946,12,Icelandair
1956,Trondheim,Oslo,Hommelfjell,Norway,60.472024,8.468946,2,Braathens
1961,London,Sola,Sola,Norway,60.472024,8.468946,39,Cunard Eagle Airways
1966,Moscow,Brazzaville,Moscow,Russia,61.52401,105.318756,21,Aeroflot
1963,Moscow,Irkutsk,Near Irkutsk,Russia,61.52401,105.318756,35,Aeroflot
1954,Peking,Irkutsk,Irkutsk,Russia,61.52401,105.318756,17,Aeroflot
1958,Peking,Moscow,Near Kanash,Russia,61.52401,105.318756,80,Aeroflot
1963,Tallinn,Moscow,Near Leningrad,Russia,61.52401,105.318756,0,Aeroflot
1957,Warsaw,Moscow,Near Moscow,Russia,61.52401,105.318756,9,LOT Polish Airlines
1960,Warsaw,Moscow,Moscow,Russia,61.52401,105.318756,31,Austrian Airlines
1955,Starllingrad,Moscow.,Near Voronezh,Russia,61.52401,105.318756,25,Aeroflot
1968,Krasnoyarsk,Petropavlovsk,Near Bratsk,Russia,61.52401,105.318756,82,Aeroflot
1968,Kaunas,Ryazan / Moscow,Yuhnov,Russia,61.52401,105.318756,120,Military Soviet Air Force - Aeroflot
1962,Lvov,Sochi,Near Adler,Russia,61.52401,105.318756,81,Aeroflot
1964,Krasnoyarsk,Yuzhno,Island of Sakhalin,Russia,61.52401,105.318756,87,Aeroflot
1961,Kokkola,Vaasa,Koivulahti,Finland,61.92411,25.748151,25,Finnair
1962,"Cold Bay, AK","Adak, AK",Adak,Alaska,64.2008413,-149.4936733,1,Flying Tiger Line
1960,Cordova,Anchorage,Mt. Gilbert,Alaska,64.2008413,-149.4936733,14,PacifiNorthern Airlines
1949,Homer,Anchorage,Homer,Alaska,64.2008413,-149.4936733,5,Alaska Airlines
1968,San Francisco,Anchorage,Elmendorf Air Force Base,Alaska,64.2008413,-149.4936733,3,Pan American World Airways
1959,Juneau,Annette Island,Ketchikan,Alaska,64.2008413,-149.4936733,3,California Aircraft
1952,Elmendorf AFB,Big Delta,Near Summit,Alaska,64.2008413,-149.4936733,19,Military - U.S. Air Force
1959,Shemya,Cold Bay,Great Sitkin Island,Alaska,64.2008413,-149.4936733,16,Reeve Aleutian Airlines
1954,McGrath,Colorado Creek,Near McGrath,Alaska,64.2008413,-149.4936733,2,Alaska Airlines
1951,Umiat,Fairbanks,Near Fairbanks,Alaska,64.2008413,-149.4936733,4,Transocean Air Lines
1956,Vancouver,Hong Kong,Cold Bay,Alaska,64.2008413,-149.4936733,15,Canadian PacifiAir Lines
1968,Anchorage,Iliamna,Pedro Bay,Alaska,64.2008413,-149.4936733,39,Wien Consolidated Airlines
1952,Elemndorf AFB,Kodiak NAS,Near Anchorage,Alaska,64.2008413,-149.4936733,20,Military - U.S. Air Force
1968,Fairbanks,Prudhoe Bay,Prudhoe Bay,Alaska,64.2008413,-149.4936733,2,Interior Airways
1956,Anchorage,Seward,Skilak Lake,Alaska,64.2008413,-149.4936733,6,Cordova Airlines
1961,Seattle,Shemya AFB,Shemya,Alaska,64.2008413,-149.4936733,6,Alaska Airlines
1951,Vancouver,Tokyo,Near Sitka,Alaska,64.2008413,-149.4936733,37,Canadian PacifiAir Lines
1950,Elmendorf,"Great Falls, MT",Near Snag,Yukon Territory,64.2823274,-135,44,Military - U.S. Air Force
1951,Vestmannaeyar Island,Reykjavík,Off Hafnarfjorour,Iceland,64.963051,-19.020835,20,Icelandair
1962,Sondre Stromfjord,Godthab,Godthaab,Greenland,71.706936,-42.604303,15,East Provincial Airways
